period,date,actual,predictions,predictions_str,hit,multiplier,bet,profit,cumulative_profit,recent_rate,fib_index,result,paused,pause_remaining
249,2026/1/9,28,"[22, 12, 24, 26, 29, 1, 23, 9, 16, 11, 4, 3, 27, 49, 30]","[22, 12, 24, 26, 29]...",False,1.5,22.5,-22.5,867.5,0.3333333333333333,1,LOSS,False,0
250,2026/1/10,27,"[22, 24, 26, 29, 45, 1, 23, 9, 4, 16, 12, 3, 30, 11, 49]","[22, 24, 26, 29, 45]...",False,2.0,30.0,-30.0,837.5,0.3333333333333333,2,LOSS,False,0
251,2026/1/11,11,"[22, 24, 29, 26, 43, 1, 23, 9, 4, 16, 12, 45, 3, 30, 11]","[22, 24, 29, 26, 43]...",True,3.0,45.0,96.0,933.5,0.3333333333333333,3,WIN,False,1
252,2026/1/12,11,"[13, 22, 26, 24, 1, 23, 9, 43, 12, 29, 16, 7, 45, 4, 30]","[13, 22, 26, 24, 1]...",False,0.0,0.0,0.0,933.5,0.3333333333333333,0,SKIP,True,0
253,2026/1/13,1,"[22, 13, 26, 41, 24, 1, 9, 12, 29, 43, 16, 7, 23, 4, 45]","[22, 13, 26, 41, 24]...",True,1.0,15.0,32.0,965.5,0.4166666666666667,0,WIN,False,1
254,2026/1/14,26,"[21, 13, 22, 26, 24, 41, 12, 7, 29, 4, 8, 23, 43, 45, 15]","[21, 13, 22, 26, 24]...",True,0.0,0.0,0.0,965.5,0.4166666666666667,0,SKIP,True,0
255,2026/1/15,31,"[21, 28, 13, 22, 24, 41, 7, 29, 4, 8, 23, 43, 12, 9, 49]","[21, 28, 13, 22, 24]...",False,1.5,22.5,-22.5,943.0,0.3333333333333333,0,LOSS,False,0
256,2026/1/16,6,"[21, 28, 13, 27, 22, 24, 7, 4, 41, 23, 12, 8, 29, 9, 43]","[21, 28, 13, 27, 22]...",False,1.0,15.0,-15.0,928.0,0.3333333333333333,1,LOSS,False,0
257,2026/1/17,32,"[21, 28, 27, 9, 22, 7, 24, 13, 41, 23, 12, 8, 29, 43, 30]","[21, 28, 27, 9, 22]...",False,2.0,30.0,-30.0,898.0,0.3333333333333333,2,LOSS,False,0
258,2026/1/18,39,"[11, 21, 27, 28, 9, 7, 24, 22, 13, 23, 8, 12, 41, 29, 43]","[11, 21, 27, 28, 9]...",False,3.0,45.0,-45.0,853.0,0.25,3,LOSS,False,0
259,2026/1/19,46,"[11, 1, 27, 21, 28, 24, 22, 13, 23, 7, 12, 8, 41, 29, 9]","[11, 1, 27, 21, 28]...",False,5.0,75.0,-75.0,778.0,0.25,4,LOSS,False,0
260,2026/1/20,12,"[11, 1, 26, 21, 27, 24, 22, 13, 23, 7, 12, 8, 28, 41, 29]","[11, 1, 26, 21, 27]...",True,8.0,120.0,256.0,1034.0,0.3333333333333333,5,WIN,False,1
261,2026/1/21,42,"[11, 1, 31, 26, 21, 24, 13, 22, 27, 9, 23, 7, 28, 41, 29]","[11, 1, 31, 26, 21]...",False,0.0,0.0,0.0,1034.0,0.3333333333333333,0,SKIP,True,0
262,2026/1/22,18,"[6, 1, 11, 26, 31, 21, 22, 27, 23, 13, 7, 24, 28, 41, 29]","[6, 1, 11, 26, 31]...",False,1.0,15.0,-15.0,1019.0,0.25,0,LOSS,False,0
263,2026/1/23,47,"[1, 6, 26, 32, 11, 31, 21, 22, 27, 13, 7, 23, 24, 28, 14]","[1, 6, 26, 32, 11]...",False,1.0,15.0,-15.0,1004.0,0.25,1,LOSS,False,0
264,2026/1/24,28,"[6, 26, 11, 32, 39, 31, 1, 21, 22, 27, 9, 13, 23, 28, 24]","[6, 26, 11, 32, 39]...",True,2.0,30.0,64.0,1068.0,0.3333333333333333,2,WIN,False,1
265,2026/1/25,37,"[6, 26, 31, 32, 1, 46, 39, 11, 21, 22, 27, 9, 13, 23, 24]","[6, 26, 31, 32, 1]...",False,0.0,0.0,0.0,1068.0,0.3333333333333333,0,SKIP,True,0
266,2026/1/26,19,"[6, 12, 26, 32, 1, 39, 11, 21, 22, 46, 9, 31, 13, 27, 23]","[6, 12, 26, 32, 1]...",False,1.0,15.0,-15.0,1053.0,0.3333333333333333,0,LOSS,False,0
267,2026/1/27,45,"[12, 26, 42, 32, 1, 6, 11, 39, 21, 22, 46, 9, 31, 27, 13]","[12, 26, 42, 32, 1]...",False,1.0,15.0,-15.0,1038.0,0.25,1,LOSS,False,0
268,2026/1/28,3,"[18, 12, 26, 1, 6, 39, 42, 21, 11, 9, 31, 46, 27, 32, 22]","[18, 12, 26, 1, 6]...",False,2.0,30.0,-30.0,1008.0,0.16666666666666666,2,LOSS,False,0
269,2026/1/29,1,"[6, 1, 47, 42, 2, 46, 9, 4, 41, 12, 43, 5, 26, 18, 10]","[6, 1, 47, 42, 2]...",True,1.5,22.5,48.0,1056.0,0.25,3,WIN,False,1
270,2026/1/30,41,"[6, 42, 47, 9, 2, 4, 41, 5, 46, 43, 28, 12, 11, 31, 44]","[6, 42, 47, 9, 2]...",True,0.0,0.0,0.0,1056.0,0.25,0,SKIP,True,0
271,2026/1/31,26,"[6, 42, 47, 9, 2, 4, 46, 5, 28, 43, 12, 37, 11, 7, 18]","[6, 42, 47, 9, 2]...",False,1.0,15.0,-15.0,1041.0,0.25,0,LOSS,False,0
272,2026/2/1,6,"[6, 9, 47, 42, 4, 2, 46, 5, 28, 43, 12, 19, 7, 11, 32]","[6, 9, 47, 42, 4]...",True,1.0,15.0,32.0,1073.0,0.3333333333333333,1,WIN,False,1
273,2026/2/2,41,"[45, 9, 42, 4, 47, 2, 46, 7, 5, 28, 43, 12, 19, 11, 40]","[45, 9, 42, 4, 47]...",False,0.0,0.0,0.0,1073.0,0.3333333333333333,0,SKIP,True,0
274,2026/2/3,19,"[3, 45, 42, 4, 46, 2, 47, 7, 5, 43, 12, 28, 11, 41, 19]","[3, 45, 42, 4, 46]...",True,1.0,15.0,32.0,1105.0,0.4166666666666667,0,WIN,False,1
275,2026/2/4,27,"[3, 1, 45, 42, 4, 2, 47, 46, 5, 43, 12, 28, 11, 41, 37]","[3, 1, 45, 42, 4]...",False,0.0,0.0,0.0,1105.0,0.4166666666666667,0,SKIP,True,0
276,2026/2/5,1,"[3, 1, 45, 42, 4, 47, 2, 46, 5, 28, 11, 12, 41, 7, 8]","[3, 1, 45, 42, 4]...",True,1.5,22.5,48.0,1153.0,0.5,0,WIN,False,1
277,2026/2/6,43,"[3, 45, 42, 47, 2, 46, 7, 4, 5, 26, 11, 28, 1, 12, 41]","[3, 45, 42, 47, 2]...",False,0.0,0.0,0.0,1153.0,0.5,0,SKIP,True,0
278,2026/2/7,42,"[6, 3, 45, 42, 47, 2, 46, 4, 5, 26, 28, 12, 1, 7, 8]","[6, 3, 45, 42, 47]...",True,1.5,22.5,48.0,1201.0,0.5,0,WIN,False,1
279,2026/2/8,11,"[6, 3, 41, 45, 2, 46, 4, 47, 5, 26, 28, 12, 1, 7, 8]","[6, 3, 41, 45, 2]...",False,0.0,0.0,0.0,1201.0,0.5,0,SKIP,True,0
280,2026/2/9,28,"[6, 3, 41, 45, 19, 2, 4, 46, 5, 47, 26, 12, 7, 8, 28]","[6, 3, 41, 45, 19]...",True,1.5,22.5,48.0,1249.0,0.5833333333333334,0,WIN,False,1
281,2026/2/10,36,"[6, 3, 41, 45, 2, 19, 46, 4, 5, 47, 26, 27, 7, 12, 9]","[6, 3, 41, 45, 2]...",False,0.0,0.0,0.0,1249.0,0.5833333333333334,0,SKIP,True,0
282,2026/2/11,16,"[1, 6, 3, 41, 45, 2, 19, 46, 4, 47, 27, 26, 12, 7, 9]","[1, 6, 3, 41, 45]...",False,1.5,22.5,-22.5,1226.5,0.5833333333333334,0,LOSS,False,0
283,2026/2/12,13,"[1, 19, 27, 6, 26, 3, 18, 41, 12, 43, 37, 31, 32, 39, 45]","[1, 19, 27, 6, 26]...",False,1.5,22.5,-22.5,1204.0,0.5,1,LOSS,False,0
284,2026/2/13,19,"[19, 1, 27, 6, 26, 18, 3, 42, 12, 43, 41, 31, 37, 32, 14]","[19, 1, 27, 6, 26]...",True,3.0,45.0,96.0,1300.0,0.5833333333333334,2,WIN,False,1
285,2026/2/14,1,"[1, 11, 27, 6, 18, 26, 3, 42, 12, 43, 41, 31, 37, 32, 14]","[1, 11, 27, 6, 18]...",True,0.0,0.0,0.0,1300.0,0.5833333333333334,0,SKIP,True,0
286,2026/2/15,3,"[11, 28, 6, 26, 18, 27, 3, 42, 43, 12, 41, 37, 32, 39, 45]","[11, 28, 6, 26, 18]...",True,1.5,22.5,48.0,1348.0,0.6666666666666666,0,WIN,False,1
287,2026/2/16,39,"[11, 28, 36, 6, 18, 27, 26, 42, 43, 12, 41, 32, 37, 23, 45]","[11, 28, 36, 6, 18]...",False,0.0,0.0,0.0,1348.0,0.6666666666666666,0,SKIP,True,0
288,2026/2/17,24,"[16, 11, 28, 36, 6, 27, 26, 18, 42, 12, 41, 37, 43, 21, 45]","[16, 11, 28, 36, 6]...",False,1.5,22.5,-22.5,1325.5,0.6666666666666666,0,LOSS,False,0
289,2026/2/18,13,"[16, 13, 11, 28, 36, 6, 27, 26, 12, 42, 41, 18, 37, 43, 22]","[16, 13, 11, 28, 36]...",True,1.5,22.5,48.0,1373.5,0.6666666666666666,1,WIN,False,1
290,2026/2/19,23,"[19, 16, 28, 11, 6, 36, 27, 26, 12, 42, 41, 18, 37, 43, 21]","[19, 16, 28, 11, 6]...",False,0.0,0.0,0.0,1373.5,0.6666666666666666,0,SKIP,True,0
291,2026/2/20,1,"[1, 19, 16, 28, 11, 6, 36, 26, 18, 27, 42, 41, 43, 37, 21]","[1, 19, 16, 28, 11]...",True,1.5,22.5,48.0,1421.5,0.75,0,WIN,False,1
292,2026/2/21,38,"[3, 19, 16, 28, 11, 6, 26, 18, 27, 36, 41, 42, 43, 37, 21]","[3, 19, 16, 28, 11]...",False,0.0,0.0,0.0,1421.5,0.75,0,SKIP,True,0
293,2026/2/22,15,"[3, 19, 16, 28, 11, 6, 39, 26, 27, 36, 41, 42, 37, 43, 15]","[3, 19, 16, 28, 11]...",True,1.5,22.5,48.0,1469.5,0.75,0,WIN,False,1
294,2026/2/23,48,"[24, 3, 19, 16, 28, 11, 6, 39, 26, 27, 36, 41, 37, 42, 12]","[24, 3, 19, 16, 28]...",False,0.0,0.0,0.0,1469.5,0.75,0,SKIP,True,0
295,2026/2/24,14,"[13, 24, 3, 19, 16, 6, 39, 26, 28, 27, 11, 36, 41, 37, 42]","[13, 24, 3, 19, 16]...",False,1.5,22.5,-22.5,1447.0,0.6666666666666666,0,LOSS,False,0
296,2026/2/25,48,"[13, 23, 19, 3, 24, 16, 6, 39, 26, 11, 27, 28, 36, 41, 42]","[13, 23, 19, 3, 24]...",False,1.5,22.5,-22.5,1424.5,0.5833333333333334,1,LOSS,False,0
297,2026/2/26,23,"[1, 13, 23, 24, 19, 3, 16, 6, 39, 27, 11, 28, 26, 36, 41]","[1, 13, 23, 24, 19]...",True,3.0,45.0,96.0,1520.5,0.5833333333333334,2,WIN,False,1
298,2026/2/27,31,"[1, 13, 24, 19, 38, 3, 16, 27, 11, 6, 28, 26, 39, 36, 41]","[1, 13, 24, 19, 38]...",False,0.0,0.0,0.0,1520.5,0.5833333333333334,0,SKIP,True,0
299,2026/2/28,10,"[1, 15, 13, 19, 38, 3, 24, 27, 11, 6, 28, 26, 16, 39, 36]","[1, 15, 13, 19, 38]...",False,1.5,22.5,-22.5,1498.0,0.5,0,LOSS,False,0
300,2026/3/1,9,"[15, 1, 19, 13, 38, 24, 3, 27, 11, 28, 26, 6, 16, 39, 36]","[15, 1, 19, 13, 38]...",False,1.5,22.5,-22.5,1475.5,0.5,1,LOSS,False,0
